replicon,replicon type,GC%,hitcount,best identity%
CP189292.1,chromosome,47.69686347661601,8,80.560
CP189293.1,chromosome,46.93494879561517,0,n/a
CP188892.1,chromosome,47.69986939899017,9,80.560
CP188893.1,chromosome,46.82912091018368,0,n/a
NZ_CM126342.1,chromosome,47.62459594086164,7,78.730
NZ_JBQSTC010000002.1,plasmid,44.81526639634786,0,n/a
NZ_JBQSTC010000003.1,plasmid,45.26359571591973,0,n/a
NZ_JBQSTC010000004.1,plasmid,50.13064063021826,0,n/a
CM165267.1,chromosome,47.66053083176525,9,80.560
CM165268.1,chromosome,47.018923892129614,0,n/a
JBWDFJ010000003.1,plasmid,52.19596446978836,0,n/a
CP189328.1,chromosome,47.685392378802604,9,80.560
CP189329.1,chromosome,46.80096644196276,0,n/a
CP047295.1,chromosome,47.65161884754519,9,80.560
CP047296.1,chromosome,46.92120550771053,0,n/a
NZ_CP171688.1,chromosome,47.766445946346465,8,80.560
NZ_CP171689.1,chromosome,46.9198592800195,0,n/a
CM126313.1,chromosome,47.62388628639662,7,78.730
JBQSSD010000002.1,plasmid,44.82397109867536,0,n/a
JBQSSD010000003.1,plasmid,45.265780730897006,0,n/a
JBQSSD010000004.1,plasmid,50.13560254696958,0,n/a
CM126301.1,chromosome,47.62301577575713,7,78.730
JBQSRR010000004.1,plasmid,44.80968858131488,0,n/a
JBQSRR010000002.1,plasmid,45.28223718280683,0,n/a
JBQSRR010000003.1,plasmid,50.13861853359287,0,n/a
NZ_LT906614.1,chromosome,47.69585253456221,8,80.560
NZ_LT906615.1,chromosome,46.91458418623562,0,n/a
NZ_CP166963.1,chromosome,47.61937430951435,6,78.807
NZ_CP166965.1,plasmid,44.832147937411094,0,n/a
NZ_CP166964.1,plasmid,50.22866645878806,0,n/a
CP189069.1,chromosome,47.7008873235203,9,80.560
CP189070.1,chromosome,46.977961024161395,0,n/a
NC_000962.3,chromosome,65.61466628826449,1,79.286
NZ_CP064121.1,chromosome,47.65642519285446,7,78.830
NZ_CP177950.1,chromosome,47.64914917967116,7,78.730
NZ_CP177952.1,plasmid,44.63681446907818,0,n/a
NZ_CP177953.1,plasmid,50.15308691711149,0,n/a
NZ_CP177951.1,plasmid,45.27575442247659,0,n/a
AP023385.1,chromosome,48.09153564677246,9,80.560
AP023386.1,chromosome,46.62093362990896,0,n/a
NZ_CM126348.1,chromosome,47.62454835387199,7,78.730
NZ_JBQSTJ010000004.1,plasmid,44.81991240130973,0,n/a
NZ_JBQSTJ010000003.1,plasmid,45.264580517725335,0,n/a
NZ_JBQSTJ010000002.1,plasmid,50.133176077448525,0,n/a
CP189322.1,chromosome,47.68524483642832,9,80.560
CP189323.1,chromosome,46.80077610596945,0,n/a
CP196697.1,chromosome,47.656071867313884,7,78.730
CP196699.1,plasmid,44.65879938429964,0,n/a
CP196698.1,plasmid,50.33507491284313,0,n/a
CP196700.1,plasmid,45.25965240919971,0,n/a
CP188993.1,chromosome,47.69818815155967,9,80.560
CP188994.1,chromosome,46.83327732403022,0,n/a
CP010811.1,chromosome,47.76908005051476,10,80.560
CP013319.1,chromosome,47.671752502753876,9,80.560
CP013320.1,chromosome,46.91175052453101,0,n/a
NZ_CP007634.1,chromosome,47.74691527399833,9,80.560
NZ_CP007635.1,chromosome,47.018805536756275,0,n/a
NZ_CP007636.1,plasmid,52.36298851536765,0,n/a
NC_017270.1,chromosome,48.13758785326226,9,80.682
NC_017269.1,chromosome,47.554134908013424,0,n/a
CM129955.1,chromosome,47.79566921627744,9,80.560
CM129956.1,chromosome,47.101531203390735,0,n/a
JBRUSV010000003.1,plasmid,42.201412342646606,0,n/a
JBRUSV010000004.1,plasmid,46.971307120085015,0,n/a
JBRUSV010000005.1,plasmid,40.33771106941838,0,n/a
JBRUSV010000006.1,plasmid,43.81231671554252,0,n/a
JBRUSV010000007.1,plasmid,53.18217979315831,0,n/a
NZ_CP096666.1,chromosome,47.56918847043658,6,78.807
NZ_CP096667.1,plasmid,50.72281479887793,0,n/a
NZ_CP096668.1,plasmid,45.27967655885295,0,n/a
NZ_CP096669.1,plasmid,44.83357041251778,0,n/a
CP178053.1,chromosome,47.634080262757784,7,78.730
CP178056.1,plasmid,44.64604489186737,0,n/a
CP178054.1,plasmid,50.168343499960386,0,n/a
CP178055.1,plasmid,45.180073323269355,0,n/a
CP053822.1,chromosome,47.77314145164408,10,80.560
CP053823.1,chromosome,46.469968036472594,0,n/a
CP053824.1,plasmid,46.34937938210737,0,n/a
CP110188.1,chromosome,47.760906172700714,10,80.516
CP110189.1,chromosome,47.289266587129234,0,n/a
NZ_CP177806.1,chromosome,47.66072130177871,7,78.730
NZ_CP177808.1,plasmid,44.806283019939784,0,n/a
NZ_CP177807.1,plasmid,50.16585964808048,0,n/a
NZ_CP177809.1,plasmid,45.27575442247659,0,n/a
CM126255.1,chromosome,47.63016972623249,7,78.807
JBQSPY010000002.1,plasmid,44.800249599364655,0,n/a
JBQSPY010000004.1,plasmid,45.271043595879725,0,n/a
JBQSPY010000003.1,plasmid,50.13530135301353,0,n/a
NZ_CM129947.1,chromosome,47.844514346209465,10,80.560
NZ_CM129948.1,chromosome,45.715867575902905,0,n/a
NZ_JBRUSZ010000003.1,plasmid,43.37474120082816,0,n/a
CP189007.1,chromosome,47.697366810552346,9,80.560
CP189008.1,chromosome,46.83325968533117,0,n/a
CP188937.1,chromosome,47.69996145707302,9,80.560
CP188938.1,chromosome,46.839688066583996,0,n/a
CP046745.1,chromosome,47.53413490275711,10,80.635
CP046746.1,chromosome,47.25105429573832,0,n/a
CP189211.1,chromosome,47.70204425556858,9,80.560
CP189212.1,chromosome,46.82891204031945,0,n/a
CP145609.1,chromosome,47.768470275972774,10,80.591
CP145610.1,chromosome,46.44306281945902,0,n/a
NZ_CP196697.1,chromosome,47.656071867313884,7,78.730
NZ_CP196699.1,plasmid,44.65879938429964,0,n/a
NZ_CP196698.1,plasmid,50.33507491284313,0,n/a
NZ_CP196700.1,plasmid,45.25965240919971,0,n/a
NZ_CP013013.1,chromosome,47.08448129772823,0,n/a
NZ_CP013014.1,chromosome,47.80875077478076,8,80.711
CP064121.1,chromosome,47.65642519285446,7,78.830
CP177950.1,chromosome,47.64914917967116,7,78.730
CP177952.1,plasmid,44.63681446907818,0,n/a
CP177953.1,plasmid,50.15308691711149,0,n/a
CP177951.1,plasmid,45.27575442247659,0,n/a
NZ_CP028892.1,chromosome,47.806354469784125,10,80.516
NZ_CP028893.1,chromosome,46.81609306622315,0,n/a
CM126348.1,chromosome,47.62454835387199,7,78.730
JBQSTJ010000004.1,plasmid,44.81991240130973,0,n/a
JBQSTJ010000003.1,plasmid,45.264580517725335,0,n/a
JBQSTJ010000002.1,plasmid,50.133176077448525,0,n/a
NZ_AP023385.1,chromosome,48.09153564677246,9,80.560
NZ_AP023386.1,chromosome,46.62093362990896,0,n/a
CP009844.1,chromosome,47.63376439658737,6,78.807
CP009842.1,plasmid,44.83607140317189,0,n/a
CP009843.1,plasmid,48.200617572751945,0,n/a
NZ_CP110188.1,chromosome,47.760906172700714,10,80.516
NZ_CP110189.1,chromosome,47.289266587129234,0,n/a
CP177806.1,chromosome,47.66072130177871,7,78.730
CP177808.1,plasmid,44.806283019939784,0,n/a
CP177807.1,plasmid,50.16585964808048,0,n/a
CP177809.1,plasmid,45.27575442247659,0,n/a
CM129947.1,chromosome,47.844514346209465,10,80.560
CM129948.1,chromosome,45.715867575902905,0,n/a
JBRUSZ010000003.1,plasmid,43.37474120082816,0,n/a
NZ_CM126255.1,chromosome,47.63016972623249,7,78.807
NZ_JBQSPY010000002.1,plasmid,44.800249599364655,0,n/a
NZ_JBQSPY010000004.1,plasmid,45.271043595879725,0,n/a
NZ_JBQSPY010000003.1,plasmid,50.13530135301353,0,n/a
CP189125.1,chromosome,47.47425000930824,9,80.560
NZ_CP053822.1,chromosome,47.77314145164408,10,80.560
NZ_CP053823.1,chromosome,46.469968036472594,0,n/a
NZ_CP053824.1,plasmid,46.34937938210737,0,n/a
NZ_CM129955.1,chromosome,47.79566921627744,9,80.560
NZ_CM129956.1,chromosome,47.101531203390735,0,n/a
NZ_JBRUSV010000003.1,plasmid,42.201412342646606,0,n/a
NZ_JBRUSV010000004.1,plasmid,46.971307120085015,0,n/a
NZ_JBRUSV010000005.1,plasmid,40.33771106941838,0,n/a
NZ_JBRUSV010000006.1,plasmid,43.81231671554252,0,n/a
NZ_JBRUSV010000007.1,plasmid,53.18217979315831,0,n/a
CP096666.1,chromosome,47.56918847043658,6,78.807
CP096667.1,plasmid,50.72281479887793,0,n/a
CP096668.1,plasmid,45.27967655885295,0,n/a
CP096669.1,plasmid,44.83357041251778,0,n/a
CP189214.1,chromosome,47.47394204497072,9,80.560
CP189182.1,chromosome,47.68541095351968,9,80.560
CP189183.1,chromosome,46.833233847287836,0,n/a
NZ_CP178053.1,chromosome,47.634080262757784,7,78.730
NZ_CP178056.1,plasmid,44.64604489186737,0,n/a
NZ_CP178054.1,plasmid,50.168343499960386,0,n/a
NZ_CP178055.1,plasmid,45.180073323269355,0,n/a
NC_003923.1,contig/unkown,32.82958607490546,6,99.871
NZ_CP118727.1,chromosome,47.92565904347024,10,80.560
NZ_CP118728.1,chromosome,46.82204940052473,0,n/a
NZ_LT992492.1,chromosome,47.68455708436543,9,80.560
NZ_LT992493.1,chromosome,46.95017317043226,0,n/a
CP189087.1,chromosome,47.47554639654021,9,80.560
CM126309.1,chromosome,47.62378872037423,7,78.730
JBQSRZ010000003.1,plasmid,44.81717259077569,0,n/a
JBQSRZ010000002.1,plasmid,45.25714285714286,0,n/a
JBQSRZ010000004.1,plasmid,50.13517100360784,0,n/a
CP047301.1,chromosome,47.66978382174285,8,80.560
CP047302.1,chromosome,47.01702629562563,0,n/a
CP009492.1,chromosome,47.63296718353924,6,78.830
CP009491.1,plasmid,44.832688367857955,0,n/a
CP009490.1,plasmid,50.22869973803484,0,n/a
CP009489.1,plasmid,45.27575442247659,0,n/a
NZ_CP064117.1,chromosome,47.654047527530395,7,78.807
CP184809.1,chromosome,46.562419969286964,0,n/a
CP184810.1,chromosome,47.46047844715085,9,80.591
CP154821.1,chromosome,47.636915829630965,7,78.807
CP154823.1,plasmid,44.643928419882066,0,n/a
CP154822.1,plasmid,50.16300847247683,0,n/a
CP154824.1,plasmid,45.27575442247659,0,n/a
NZ_CM126323.1,chromosome,47.62462171021761,7,78.730
NZ_JBQSSO010000004.1,plasmid,44.821625910288745,0,n/a
NZ_JBQSSO010000003.1,plasmid,45.26817146407124,0,n/a
NZ_JBQSSO010000002.1,plasmid,50.12768381558528,0,n/a
CP188908.1,chromosome,47.700095785753746,9,80.560
CP188909.1,chromosome,46.84617174773098,0,n/a
NZ_CM126284.1,chromosome,47.623985144525136,7,78.730
NZ_JBQSRB010000003.1,plasmid,44.81399569014404,0,n/a
NZ_JBQSRB010000004.1,plasmid,45.25888958203368,0,n/a
NZ_JBQSRB010000002.1,plasmid,50.13855315134721,0,n/a
AP023383.1,chromosome,47.75898248972071,10,80.635
AP023384.1,chromosome,47.17155050012452,0,n/a
CP045640.1,chromosome,47.64695358657065,7,78.830
CP045638.1,plasmid,45.28989278650984,0,n/a
CP045636.1,plasmid,44.62714658807395,0,n/a
CP045637.1,plasmid,50.169447857624164,0,n/a
CP045639.1,plasmid,50.24271130593393,0,n/a
NC_009457.1,chromosome,47.78006057401468,8,80.635
NC_009456.1,chromosome,46.884457478005864,0,n/a
CP151599.1,chromosome,47.61609353084108,7,78.830
CP151601.1,plasmid,44.64311843375962,0,n/a
CP151600.1,plasmid,50.160029330453135,0,n/a
CP151602.1,plasmid,45.26436303080766,0,n/a
CM126288.1,chromosome,47.624006635239375,7,78.730
JBQSRA010000003.1,plasmid,44.81932832648434,0,n/a
JBQSRA010000002.1,plasmid,45.24722711723852,0,n/a
JBQSRA010000004.1,plasmid,50.143944976664216,0,n/a
CP064117.1,chromosome,47.654047527530395,7,78.807
CM126323.1,chromosome,47.62462171021761,7,78.730
JBQSSO010000004.1,plasmid,44.821625910288745,0,n/a
JBQSSO010000003.1,plasmid,45.26817146407124,0,n/a
JBQSSO010000002.1,plasmid,50.12768381558528,0,n/a
NZ_CP184809.1,chromosome,46.562419969286964,0,n/a
NZ_CP184810.1,chromosome,47.46047844715085,9,80.591
NZ_CP047301.1,chromosome,47.66978382174285,8,80.560
NZ_CP047302.1,chromosome,47.01702629562563,0,n/a
CP189260.1,chromosome,47.47373813837134,9,80.560
NZ_CP045149.1,chromosome,47.579624993703554,7,78.730
NZ_CP045151.1,plasmid,44.643928419882066,0,n/a
NZ_CP045150.1,plasmid,50.168343499960386,0,n/a
NZ_CP045153.1,plasmid,45.27575442247659,0,n/a
NZ_CP045152.1,plasmid,50.24124742571344,0,n/a
NZ_CM126309.1,chromosome,47.62378872037423,7,78.730
NZ_JBQSRZ010000003.1,plasmid,44.81717259077569,0,n/a
NZ_JBQSRZ010000002.1,plasmid,45.25714285714286,0,n/a
NZ_JBQSRZ010000004.1,plasmid,50.13517100360784,0,n/a
CP189121.1,chromosome,47.699968027868714,9,80.560
CP189122.1,chromosome,46.83282491928192,0,n/a
CP118727.1,chromosome,47.92565904347024,10,80.560
CP118728.1,chromosome,46.82204940052473,0,n/a
NZ_CP016324.1,chromosome,47.8400953455439,10,80.560
NZ_CP016325.1,chromosome,46.82725143407346,0,n/a
CP009991.1,chromosome,47.578870196171465,7,78.807
CP009989.1,plasmid,50.152085893278006,0,n/a
CP009990.1,plasmid,44.6318123468316,0,n/a
CP009988.1,plasmid,45.27575442247659,0,n/a
NZ_CM126288.1,chromosome,47.624006635239375,7,78.730
NZ_JBQSRA010000003.1,plasmid,44.81932832648434,0,n/a
NZ_JBQSRA010000002.1,plasmid,45.24722711723852,0,n/a
NZ_JBQSRA010000004.1,plasmid,50.143944976664216,0,n/a
CP188941.1,chromosome,47.70000823819095,9,80.560
CP188942.1,chromosome,46.835660472311105,0,n/a
CP188854.1,chromosome,47.699997155869156,9,80.560
CP188855.1,chromosome,46.829387193728934,0,n/a
CP188836.1,chromosome,47.689750327581635,9,80.560
CP188837.1,chromosome,46.82892379611617,0,n/a
CM126284.1,chromosome,47.623985144525136,7,78.730
JBQSRB010000003.1,plasmid,44.81399569014404,0,n/a
JBQSRB010000004.1,plasmid,45.25888958203368,0,n/a
JBQSRB010000002.1,plasmid,50.13855315134721,0,n/a
NZ_CP013311.1,chromosome,47.79499533279461,11,80.560
NZ_CP013312.1,chromosome,46.844032976846314,0,n/a
NZ_AP023383.1,chromosome,47.75898248972071,10,80.635
NZ_AP023384.1,chromosome,47.17155050012452,0,n/a
NZ_CP045640.1,chromosome,47.64695358657065,7,78.830
NZ_CP045638.1,plasmid,45.28989278650984,0,n/a
NZ_CP045636.1,plasmid,44.62714658807395,0,n/a
NZ_CP045637.1,plasmid,50.169447857624164,0,n/a
NZ_CP045639.1,plasmid,50.24271130593393,0,n/a
CP046844.1,chromosome,47.64875967652316,9,80.560
CP046845.1,chromosome,46.920986323280324,0,n/a
NZ_CP178025.1,chromosome,47.629906926633325,6,78.807
NZ_CP178027.1,plasmid,44.90234674931245,0,n/a
NZ_CP178026.1,plasmid,50.22447622214832,0,n/a
NZ_CP178028.1,plasmid,45.27575442247659,0,n/a
NZ_CM126302.1,chromosome,47.62278543730865,7,78.730
NZ_JBQSRS010000002.1,plasmid,44.81208976594508,0,n/a
NZ_JBQSRS010000004.1,plasmid,45.28223718280683,0,n/a
NZ_JBQSRS010000003.1,plasmid,50.13714252007983,0,n/a
NZ_CM126335.1,chromosome,47.623882178895535,7,78.730
NZ_JBQSSZ010000003.1,plasmid,44.81385428624066,0,n/a
NZ_JBQSSZ010000004.1,plasmid,45.262829835861204,0,n/a
NZ_JBQSSZ010000002.1,plasmid,50.13418002732751,0,n/a
NZ_CP077197.1,chromosome,47.97226639316593,10,80.577
NZ_CP077198.1,chromosome,46.5922993590414,0,n/a
NZ_AP014524.1,chromosome,47.73976317777738,7,80.635
NZ_AP014525.1,chromosome,46.8178830738967,0,n/a
CM126341.1,chromosome,47.62354591305542,7,78.730
JBQSTE010000004.1,plasmid,44.82005924791995,0,n/a
JBQSTE010000002.1,plasmid,45.27754763877382,0,n/a
JBQSTE010000003.1,plasmid,50.136119273899496,0,n/a
CP177848.1,chromosome,47.60714846723619,7,78.730
CP177849.1,plasmid,44.80288775829236,0,n/a
CP177851.1,plasmid,50.1884446516688,0,n/a
CP177850.1,plasmid,45.27575442247659,0,n/a
CM126261.1,chromosome,47.62482582571309,7,78.730
JBQSQD010000004.1,plasmid,44.83910398544545,0,n/a
JBQSQD010000002.1,plasmid,45.28831168831169,0,n/a
JBQSQD010000003.1,plasmid,50.238447453629476,0,n/a
CP142014.1,chromosome,47.94132630593697,10,80.560
CP142015.1,chromosome,46.880929892187645,0,n/a
CP177902.1,chromosome,47.64712843550806,7,78.730
CP177905.1,plasmid,44.635355892648775,0,n/a
CP177903.1,plasmid,50.15308691711149,0,n/a
CP177904.1,plasmid,45.27575442247659,0,n/a
NZ_CP046736.1,chromosome,47.6433405287642,10,80.635
NZ_CP046735.1,chromosome,47.071815769688705,0,n/a
CP189252.1,chromosome,47.68527745584228,9,80.560
CP189253.1,chromosome,46.83322796766806,0,n/a
CP001485.1,chromosome,47.51703717062317,7,80.560
CP001486.1,chromosome,46.74811186031447,0,n/a
NZ_CM126277.1,chromosome,47.62418958795766,7,78.730
NZ_JBQSQS010000003.1,plasmid,44.81580216102776,0,n/a
NZ_JBQSQS010000004.1,plasmid,45.273993969013205,0,n/a
NZ_JBQSQS010000002.1,plasmid,50.12969149145216,0,n/a
AP024553.1,chromosome,47.68150185668194,8,80.560
AP024554.1,chromosome,46.91354416596352,0,n/a
CP188949.1,chromosome,47.700019320563456,9,80.560
CP188950.1,chromosome,46.83348062769679,0,n/a
NZ_AP023369.1,chromosome,47.68207812243978,10,80.635
NZ_AP023370.1,chromosome,46.533205444413994,0,n/a
NZ_CP053798.1,chromosome,47.82236210170736,10,80.516
NZ_CP053799.1,chromosome,46.94561971359029,0,n/a
CP189029.1,chromosome,47.69728145389504,9,80.560
CP189030.1,chromosome,46.83307401809884,0,n/a
NZ_CM126341.1,chromosome,47.62354591305542,7,78.730
NZ_JBQSTE010000004.1,plasmid,44.82005924791995,0,n/a
NZ_JBQSTE010000002.1,plasmid,45.27754763877382,0,n/a
NZ_JBQSTE010000003.1,plasmid,50.136119273899496,0,n/a
CP013315.1,chromosome,47.83156114262076,10,80.560
CP013316.1,chromosome,46.90475415552714,0,n/a
NZ_CP177848.1,chromosome,47.60714846723619,7,78.730
NZ_CP177849.1,plasmid,44.80288775829236,0,n/a
NZ_CP177851.1,plasmid,50.1884446516688,0,n/a
NZ_CP177850.1,plasmid,45.27575442247659,0,n/a
CP189105.1,chromosome,47.701893301172625,9,80.560
CP189106.1,chromosome,46.83331848023052,0,n/a
CP045258.1,chromosome,47.646492098165766,7,78.730
CP045260.1,plasmid,44.63458946257985,0,n/a
CP045259.1,plasmid,50.168343499960386,0,n/a
CP045262.1,plasmid,45.27575442247659,0,n/a
CP045261.1,plasmid,50.2384597268017,0,n/a
CM126302.1,chromosome,47.62278543730865,7,78.730
JBQSRS010000002.1,plasmid,44.81208976594508,0,n/a
JBQSRS010000004.1,plasmid,45.28223718280683,0,n/a
JBQSRS010000003.1,plasmid,50.13714252007983,0,n/a
CP178025.1,chromosome,47.629906926633325,6,78.807
CP178027.1,plasmid,44.90234674931245,0,n/a
CP178026.1,plasmid,50.22447622214832,0,n/a
CP178028.1,plasmid,45.27575442247659,0,n/a
CM126335.1,chromosome,47.623882178895535,7,78.730
JBQSSZ010000003.1,plasmid,44.81385428624066,0,n/a
JBQSSZ010000004.1,plasmid,45.262829835861204,0,n/a
JBQSSZ010000002.1,plasmid,50.13418002732751,0,n/a
CP077197.1,chromosome,47.97226639316593,10,80.577
CP077198.1,chromosome,46.5922993590414,0,n/a
NZ_AP024553.1,chromosome,47.68150185668194,8,80.560
NZ_AP024554.1,chromosome,46.91354416596352,0,n/a
CP053798.1,chromosome,47.82236210170736,10,80.516
CP053799.1,chromosome,46.94561971359029,0,n/a
AP023369.1,chromosome,47.68207812243978,10,80.635
AP023370.1,chromosome,46.533205444413994,0,n/a
CM126277.1,chromosome,47.62418958795766,7,78.730
JBQSQS010000003.1,plasmid,44.81580216102776,0,n/a
JBQSQS010000004.1,plasmid,45.273993969013205,0,n/a
JBQSQS010000002.1,plasmid,50.12969149145216,0,n/a
CP189176.1,chromosome,47.68070562754436,8,80.560
CP189177.1,chromosome,46.8332832035529,0,n/a
CP188979.1,chromosome,47.699955441775344,9,80.560
CP188980.1,chromosome,46.833251486016174,0,n/a
NZ_CM126261.1,chromosome,47.62482582571309,7,78.730
NZ_JBQSQD010000004.1,plasmid,44.83910398544545,0,n/a
NZ_JBQSQD010000002.1,plasmid,45.28831168831169,0,n/a
NZ_JBQSQD010000003.1,plasmid,50.238447453629476,0,n/a
NZ_CP142014.1,chromosome,47.94132630593697,10,80.560
NZ_CP142015.1,chromosome,46.880929892187645,0,n/a
CP028894.1,chromosome,47.6511180082611,9,80.560
CP028895.1,chromosome,46.920889334008486,0,n/a
NZ_CP177902.1,chromosome,47.64712843550806,7,78.730
NZ_CP177905.1,plasmid,44.635355892648775,0,n/a
NZ_CP177903.1,plasmid,50.15308691711149,0,n/a
NZ_CP177904.1,plasmid,45.27575442247659,0,n/a
CM126276.1,chromosome,47.62401431594658,7,78.730
JBQSQR010000003.1,plasmid,44.82148168080556,0,n/a
JBQSQR010000002.1,plasmid,45.23191864688181,0,n/a
JBQSQR010000004.1,plasmid,50.13606845667914,0,n/a
NZ_AP024551.1,chromosome,47.67025526501332,11,80.499
NZ_AP024552.1,chromosome,47.01344140273419,0,n/a
CP053800.1,chromosome,47.89242247910778,10,80.635
CP053801.1,chromosome,46.998212666061995,0,n/a
NZ_CM126262.1,chromosome,47.62473583463232,7,78.730
NZ_JBQSQC010000002.1,plasmid,44.83430521974115,0,n/a
NZ_JBQSQC010000004.1,plasmid,45.28262676641729,0,n/a
NZ_JBQSQC010000003.1,plasmid,50.26167201709384,0,n/a
NZ_CP177910.1,chromosome,47.64650435979451,7,78.730
NZ_CP177913.1,plasmid,44.6348863669516,0,n/a
NZ_CP177912.1,plasmid,50.14061240142382,0,n/a
NZ_CP177911.1,plasmid,45.271043595879725,0,n/a
CP175806.1,chromosome,47.988531443882735,10,80.516
CP175807.1,chromosome,46.80684403708615,0,n/a
CP188975.1,chromosome,47.695037261236095,8,80.560
CP188976.1,chromosome,46.83320212995076,0,n/a
AP018677.1,chromosome,47.5010974747359,9,80.560
NZ_CP084339.1,chromosome,47.632912400136846,7,78.807
NZ_CP084340.1,plasmid,50.16984065678323,0,n/a
NZ_CP084341.1,plasmid,44.646384828131175,0,n/a
NZ_CP084342.1,plasmid,45.4555549386486,0,n/a
NZ_CM126340.1,chromosome,47.624676077137366,7,78.730
NZ_JBQSTD010000003.1,plasmid,44.82235732607741,0,n/a
NZ_JBQSTD010000004.1,plasmid,45.25812818115716,0,n/a
NZ_JBQSTD010000002.1,plasmid,50.13464373464374,0,n/a
NZ_CP177856.1,chromosome,47.604823843902814,7,78.730
NZ_CP177860.1,plasmid,44.80833960602747,0,n/a
NZ_CP177858.1,plasmid,49.06632324533162,0,n/a
NZ_CP177857.1,plasmid,50.16684985493469,0,n/a
NZ_CP177859.1,plasmid,45.27575442247659,0,n/a
CP189025.1,chromosome,47.6972688921347,9,80.560
CP189026.1,chromosome,46.832931827570675,0,n/a
CP009973.1,chromosome,47.58254273114566,6,78.807
CP009972.1,plasmid,44.83607140317189,0,n/a
CP009971.1,plasmid,50.22762706579358,0,n/a
CP178010.1,chromosome,47.59546388894486,6,78.730
CP178012.1,plasmid,44.629340644916645,0,n/a
CP178011.1,plasmid,50.15207976634102,0,n/a
NZ_CP166966.1,chromosome,47.61935280324538,6,78.807
NZ_CP166968.1,plasmid,44.832147937411094,0,n/a
NZ_CP166967.1,plasmid,50.22866645878806,0,n/a
NZ_CP166969.1,plasmid,45.26534859521332,0,n/a
CM126262.1,chromosome,47.62473583463232,7,78.730
JBQSQC010000002.1,plasmid,44.83430521974115,0,n/a
JBQSQC010000004.1,plasmid,45.28262676641729,0,n/a
JBQSQC010000003.1,plasmid,50.26167201709384,0,n/a
CP177910.1,chromosome,47.64650435979451,7,78.730
CP177913.1,plasmid,44.6348863669516,0,n/a
CP177912.1,plasmid,50.14061240142382,0,n/a
CP177911.1,plasmid,45.271043595879725,0,n/a
CP173750.1,chromosome,47.6596088843825,9,80.560
CP173748.1,chromosome,47.021554844808364,0,n/a
CP173749.1,plasmid,51.372217000423326,0,n/a
AP024551.1,chromosome,47.67025526501332,11,80.499
AP024552.1,chromosome,47.01344140273419,0,n/a
LT992486.1,chromosome,47.684572760050806,9,80.560
LT992487.1,chromosome,46.950072190174716,0,n/a
NZ_CP053800.1,chromosome,47.89242247910778,10,80.635
NZ_CP053801.1,chromosome,46.998212666061995,0,n/a
CP188955.1,chromosome,47.70013298828735,9,80.560
CP188956.1,chromosome,46.833344318512005,0,n/a
NZ_CM126276.1,chromosome,47.62401431594658,7,78.730
NZ_JBQSQR010000003.1,plasmid,44.82148168080556,0,n/a
NZ_JBQSQR010000002.1,plasmid,45.23191864688181,0,n/a
NZ_JBQSQR010000004.1,plasmid,50.13606845667914,0,n/a
CP189091.1,chromosome,47.47560625480274,9,80.560
CP160314.1,chromosome,47.68181296756327,8,80.560
CP160315.1,chromosome,47.05370981433495,0,n/a
NZ_CP137135.1,chromosome,47.76418133341936,10,80.560
NZ_CP137136.1,chromosome,46.91661919747495,0,n/a
CP160418.1,chromosome,47.68695795290749,8,80.606
CP160419.1,chromosome,47.01089314454993,0,n/a
NZ_CP178010.1,chromosome,47.59546388894486,6,78.730
NZ_CP178012.1,plasmid,44.629340644916645,0,n/a
NZ_CP178011.1,plasmid,50.15207976634102,0,n/a
AP014524.1,chromosome,47.73976317777738,7,80.635
AP014525.1,chromosome,46.8178830738967,0,n/a
CM126340.1,chromosome,47.624676077137366,7,78.730
JBQSTD010000003.1,plasmid,44.82235732607741,0,n/a
JBQSTD010000004.1,plasmid,45.25812818115716,0,n/a
JBQSTD010000002.1,plasmid,50.13464373464374,0,n/a
CP173265.1,chromosome,47.682325683551014,10,80.560
CP173266.1,chromosome,47.020074502915705,0,n/a
CP173267.1,plasmid,51.584729580722374,0,n/a
CP084339.1,chromosome,47.632912400136846,7,78.807
CP084340.1,plasmid,50.16984065678323,0,n/a
CP084341.1,plasmid,44.646384828131175,0,n/a
CP084342.1,plasmid,45.4555549386486,0,n/a
CP177856.1,chromosome,47.604823843902814,7,78.730
CP177860.1,plasmid,44.80833960602747,0,n/a
CP177858.1,plasmid,49.06632324533162,0,n/a
CP177857.1,plasmid,50.16684985493469,0,n/a
CP177859.1,plasmid,45.27575442247659,0,n/a
NZ_CP033696.1,chromosome,47.64931929047766,7,78.807
NZ_CP033694.1,plasmid,50.33461071128143,0,n/a
NZ_CP033695.1,plasmid,44.85136945307379,0,n/a
CP043554.1,chromosome,47.72285998489447,10,80.560
CP043556.1,chromosome,46.91858579305871,0,n/a
CP043555.1,plasmid,41.22533748701973,0,n/a
CP188840.1,chromosome,47.69990058625017,9,80.560
CP188841.1,chromosome,46.829387193728934,0,n/a
CP189077.1,chromosome,47.47560747597996,9,80.560
CP188850.1,chromosome,47.69998005838643,9,80.560
CP188851.1,chromosome,46.82929451420638,0,n/a
NZ_CP064124.1,chromosome,47.655650433541425,7,78.730
NZ_CM126289.1,chromosome,47.62263491076602,7,78.730
NZ_JBQSRF010000002.1,plasmid,44.81365447044981,0,n/a
NZ_JBQSRF010000004.1,plasmid,45.2606388513162,0,n/a
